"MATERIAL","CHAR","CHARVALUE","ACTIVE"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","HT_HS_2T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","HT_HS_4T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","MC_HS_480G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","MC_HS_800G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","NO_HDD7","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","SM_HS_480G_SATA6_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","ST_HS_2TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","ST_HS_4TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","TS_HS_4TB_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","WD_HS_4T_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","0.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","1.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","10.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","11.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","12.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","13.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","14.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","15.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","16.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","2.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","3.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","4.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","5.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","6.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","7.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","8.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_1","9.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","0.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","1.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","10.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","11.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","12.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","13.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","14.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","15.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","16.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","2.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","3.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","4.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","5.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","6.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","7.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","8.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_2","9.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","0.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","1.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","10.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","11.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","12.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","13.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","14.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","15.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","16.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","2.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","3.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","4.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","5.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","6.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","7.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","8.0","X"
"70SQCTO1WW","ISEMEM_QTY_SELECTION_3","9.0","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_1","HY_16GB_2RX4_1600R_DDR3","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_1","NO_MEM1","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_1","SM_16GB_2RX4_1600R_DDR3","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_1","SM_16GB_2RX4_1600R_DDR3_Q_DIE","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_2","HY_16GB_2RX4_1600R_DDR3","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_2","NO_2ND_MEM","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_2","SM_16GB_2RX4_1600R_DDR3","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_2","SM_16GB_2RX4_1600R_DDR3_Q_DIE","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_3","HY_16GB_2RX4_1600R_DDR3","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_3","NO_3RD_MEM","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_3","SM_16GB_2RX4_1600R_DDR3","X"
"70SQCTO1WW","ISEMEM_TYPE_SELECTION_3","SM_16GB_2RX4_1600R_DDR3_Q_DIE","X"
"70SQCTO1WW","ISEPOWER_CORD","POWER_CORD_FOR_ALI_P1","X"
"70SQCTO1WW","ISEPOWER_CORD","POWER_CORD_FOR_ALI_P3","X"
"70SQCTO1WW","ISEPRELOAD_LANG","NO_OPERATING SYSTEM","X"
"70SQCTO1WW","ISEPRELOAD_OS","NO_PRELOAD","X"
"70SQCTO1WW","ISEPRELOAD_TYPE","NO_IMAGE","X"
"70SQCTO1WW","ISERD642XOTHERS1","NONE","X"
"70SQCTO1WW","ISERD642XOTHERS10","NONE","X"
"70SQCTO1WW","ISERD642XOTHERS2","NONE","X"
"70SQCTO1WW","ISERD642XOTHERS3","NONE","X"
"70SQCTO1WW","ISERD642XOTHERS4","NONE","X"
"70SQCTO1WW","ISERD642XOTHERS5","NONE","X"
"70SQCTO1WW","ISERD642XOTHERS6","NONE","X"
"70SQCTO1WW","ISERD642XOTHERS7","NONE","X"
"70SQCTO1WW","ISERD642XOTHERS8","NONE","X"
"70SQCTO1WW","ISERD642XOTHERS9","NONE","X"
"70SQCTO1WW","ISESHELL","2U1_C7_10G_SAS2308_RAIDHBA","X"
"70SQCTO1WW","ISESHELL","2U1_C7_1G_SAS2308_RAIDHBA","X"
"70SQCTO1WW","ISESHELL","2U1_D13_1G_SAS2208_RAIDHBA","X"
"70SQCTO1WW","ISESHELL","2U1_S103S_10G_SAS2308_RAIDHBA","X"
"70SQCTO1WW","ISESHELL","2U1_S103S_1G_SAS2308_RAID/BA","X"
"70SQCTO1WW","ISESHELL","2U1_S103S_K800_1G_SAS_2308_RH","X"
"70SQCTO1WW","ISESHELL","2U1_S104T_10G_SAS2308_RAID_HBA","X"
"70SQCTO1WW","ISESHELL","2U1_S104T_1G_SAS2308_RAID_HBA","X"
"70SQCTO1WW","ISESP","INTEL_XEON_E5_2650V2_2.6GHZ","X"
"70SQCTO1WW","ISESP","INTEL_XEON_E5_2650V2_2.6GHZ_2","X"
"70SQCTO1WW","ISEWARRANTY","S24_3YR5DAYCRU_SRVRD","X"
